coditen_cli,descricao,codbarras,ncm,ex_ncm,natu_tabela,natu_codnature,cst_in,cst_out,aliq_in_pis,aliq_out_pis,aliq_in_cofins,aliq_out_cofins,conferido,cest,cst_in_icms,cst_out_icms,aliq_in_icms,aliq_out_icms,bc_dentro,bc_fora,cson
7622300830151,OREO BISCOITO CHOCOLATE C BAUNILHA 90G,07622300830151,,00,,,,,,,,,0,,,,,,,,
7622300847753,TRIDENT MELANCIA C/14 UNID.,07622300847753,,00,,,,,,,,,0,,,,,,,,
7622300858797,HALLS MINI CEREJA 15G,07622300858797,,00,,,,,,,,,0,,,,,,,,
7622300858834,HALLS MINI EXTRA FORTE 15G,07622300858834,,00,,,,,,,,,0,,,,,,,,
7622300858872,HALLS MINI MELANCIA 15G,07622300858872,,00,,,,,,,,,0,,,,,,,,
7622300858926,HALLS MINI MENTOL 15G,07622300858926,,00,,,,,,,,,0,,,,,,,,
7622300860899,TRIDENT FRESH CEREJA ICE C5 8G,07622300860899,,00,,,,,,,,,0,,,,,,,,
7622300861919,TANG LIMAO 25G,07622300861919,,00,,,,,,,,,0,,,,,,,,
7622300862282,LACTA DIAMANTE NEGRO 20G,07622300862282,,00,,,,,,,,,0,,,,,,,,
7622300862329,LACTA CHOC SHOT 20G,07622300862329,,00,,,,,,,,,0,,,,,,,,
7622300862367,LACTA AO LEITE 20G,07622300862367,,00,,,,,,,,,0,,,,,,,,
7622300862442,LACTA LAKA BRANCO 20G,07622300862442,,00,,,,,,,,,0,,,,,,,,
7622300873554,OREO BISCOITO CHOCOLATE 90G,07622300873554,,00,,,,,,,,,0,,,,,,,,
7622300988470,LACTA BIS XTRA CHOCOLATE 45G,07622300988470,,00,,,,,,,,,0,,,,,,,,
7622300988517,LACTA BIS XTRA OREO 45G,07622300988517,,00,,,,,,,,,0,,,,,,,,
7622300989316,LACTA BIS OREO 1008G,07622300989316,,00,,,,,,,,,0,,,,,,,,
7622300991371,LACTA CHOCOLATE SHOT 90G,07622300991371,,00,,,,,,,,,0,,,,,,,,
7622300991418,LACTA LAKA 90G,07622300991418,,00,,,,,,,,,0,,,,,,,,
7622300991456,LACTA CHOCOLATE AO LEITE 90G,07622300991456,,00,,,,,,,,,0,,,,,,,,
7622300991500,LACTA DIAMANTE NEGRO 90G,07622300991500,,00,,,,,,,,,0,,,,,,,,
7702018861859,LAMINA WILKINSON C 3,07702018861859,,00,,,,,,,,,0,,,,,,,,
7702626153803,EASY OFF LIMPA FORNO 250ML,07702626153803,,00,,,,,,,,,0,,,,,,,,
7778412255891,PANTANEIRA PURURUCA SUINA 50G,07778412255891,,00,,,,,,,,,0,,,,,,,,
7790070218216,COCINEIRO AZEITE DE OLIVA EX. VIRG 500ML,07790070218216,,00,,,,,,,,,0,,,,,,,,
7790070225580,COCINERO AZEITE OLIVA EXTRA VIRGEM 250ML,07790070225580,,00,,,,,,,,,0,,,,,,,,
7791293022581,REXONA AER MEN XTRACOOL 150ML,07791293022581,,00,,,,,,,,,0,,,,,,,,
7791293032436,REXONA AER POWDER DRY 150ML,07791293032436,,00,,,,,,,,,0,,,,,,,,
7791293032443,REXONA AER ACTIVE EMOTION 150ML,07791293032443,,00,,,,,,,,,0,,,,,,,,
7791293032467,REXONA AER COTTON DRY 150ML,07791293032467,,00,,,,,,,,,0,,,,,,,,
7791293033235,DOVE DES AEROSOL BEAUTY FINISH 150ML,07791293033235,,00,,,,,,,,,0,,,,,,,,
7791293033273,DOVE DES AEROSOL SENSITIVE SPERF 150ML,07791293033273,,00,,,,,,,,,0,,,,,,,,
7791293034973,SUAVE AER INVISIBLE 150ML,07791293034973,,00,,,,,,,,,0,,,,,,,,
7791293035017,SUAVE AER INVISIBLE MEN 150ML,07791293035017,,00,,,,,,,,,0,,,,,,,,
7793100111143,COLGATE TOTAL 12 CLEAN MINT 90G,07793100111143,,00,,,,,,,,,0,,,,,,,,
7793306013029,KELLOGGS SUCRILHOS CHOCOLATE 320G,07793306013029,,00,,,,,,,,,0,,,,,,,,
7798018850467,SAF INSTANT FERM BIOLOGICO SECO INST 10G,07798018850467,,00,,,,,,,,,0,,,,,,,,
7890541585691,HAVAIANAS BRASIL ICE PINK 37/38,07890541585691,,00,,,,,,,,,0,,,,,,,,
7890541585707,HAVAIANAS BRASIL ICE PINK 39/40,07890541585707,,00,,,,,,,,,0,,,,,,,,
7890541838537,HAVAIANAS COLOR VERDE FOLHA 33/34,07890541838537,,00,,,,,,,,,0,,,,,,,,
7890557699498,HAVAIANAS BRASIL AZUL NAVAL 39/40,07890557699498,,00,,,,,,,,,0,,,,,,,,
7890557699511,HAVAIANAS BRASIL AZUL NAVAL 43/44,07890557699511,,00,,,,,,,,,0,,,,,,,,
7890732308986,HAVAIANAS COLOR VERMELHO 3536,07890732308986,,00,,,,,,,,,0,,,,,,,,
7890732308993,HAVAIANAS COLOR VERMELHO RUBI 3738,07890732308993,,00,,,,,,,,,0,,,,,,,,
7891000012109,NESTLE MUCILON ARROZ SACHE 230G,07891000012109,,00,,,,,,,,,0,,,,,,,,
7891000012123,NESTLE MUCILON MILHO SACHE 230G,07891000012123,,00,,,,,,,,,0,,,,,,,,
7891000018750,NESTLE BISC BONO RECH CHOCOLATE 140G,07891000018750,,00,,,,,,,,,0,,,,,,,,
7891000027974,NESTLE CHAMYTO BIG LEITE FERMENTADO 720G,07891000027974,,00,,,,,,,,,0,,,,,,,,
7891000035610,NESTLE MUCILON ARROZ E AVEIA SACHE 230G,07891000035610,,00,,,,,,,,,0,,,,,,,,
7891000035634,NESTLE MUCILON MULTI CEREAL SC 230G,07891000035634,,00,,,,,,,,,0,,,,,,,,
7891000053508,NESTLE NESCAU 2.0 400G,07891000053508,,00,,,,,,,,,0,,,,,,,,
7891000061190,NESTLE NESCAU 2.0 200G,07891000061190,,00,,,,,,,,,0,,,,,,,,
7891000066560,NINHO LEITE UHT INTEGRAL 1L,07891000066560,,00,,,,,,,,,0,,,,,,,,
7891000084649,NESTLE REQUEIJAO CREMOSO 200G,07891000084649,,00,,,,,,,,,0,,,,,,,,
7891000084663,NESTLE REQUEIJAO CREMOSO LIGHT 200G,07891000084663,,00,,,,,,,,,0,,,,,,,,
7891000100103,NESTLE MOCA LEITE COND LATA 395G,07891000100103,,00,,,,,,,,,0,,,,,,,,
7891000103876,NESTLE NINHO LIQUIDO 170G,07891000103876,,00,,,,,,,,,0,,,,,,,,
7891000103937,NESTLE CHAMBINHO NINHO MORANGO 320G,07891000103937,,00,,,,,,,,,0,,,,,,,,
7891000104101,NESTLE NESQUIK MORANGO 380G,07891000104101,,00,,,,,,,,,0,,,,,,,,
7891000106808,"NESTLE SORV CLASSIC BRIGADEIRO 1,5L",07891000106808,,00,,,,,,,,,0,,,,,,,,
7891000106907,"NESTLE SORV CLASSIC PRESTIGIO 1,5L",07891000106907,,00,,,,,,,,,0,,,,,,,,
7891000106945,"NESTLE SORV CLASSIC GALAK 1,5L",07891000106945,,00,,,,,,,,,0,,,,,,,,
7891000106969,"NESTLE SORV CLASSIC NAPOLITANO 1,5L",07891000106969,,00,,,,,,,,,0,,,,,,,,
7891000107003,PICOLE NESTLE LAFRUTTA COCO 58G,07891000107003,,00,,,,,,,,,0,,,,,,,,
7891000107485,NESTLE CHANDELLE CHANTILLY CHOC 200G,07891000107485,,00,,,,,,,,,0,,,,,,,,
7891000114032,NESTLE ZERO LACTO MORANGO 170G,07891000114032,,00,,,,,,,,,0,,,,,,,,
7891000114094,NESTLE IOG. ZERO LACTOSE MORANGO 360G,07891000114094,,00,,,,,,,,,0,,,,,,,,
7891000120071,"NESTLE SORV TRAD NAPOLITANO 1,5L",07891000120071,,00,,,,,,,,,0,,,,,,,,
7891000120507,"NESTLE SORV TRAD CREME 1,5L",07891000120507,,00,,,,,,,,,0,,,,,,,,
7891000120521,"NESTLE SORV TRAD FLOCOS 1,5L",07891000120521,,00,,,,,,,,,0,,,,,,,,
7891000126905,NESTLE CREME LEITE TP 200G,07891000126905,,00,,,,,,,,,0,,,,,,,,
7891000241417,NESTLEVITAMINAS DE FRUTAS 900G,07891000241417,,00,,,,,,,,,0,,,,,,,,
7891000241448,NESTLE IOG MACA/BANA/MOR 170G,07891000241448,,00,,,,,,,,,0,,,,,,,,
7891000244265,NESTLE IOG MORANGO 170G,07891000244265,,00,,,,,,,,,0,,,,,,,,
7891000244425,NESTLE IOG MORANGO 900G,07891000244425,,00,,,,,,,,,0,,,,,,,,
7891000252819,NESTLE CHAMYTO GO MORANGO 100G,07891000252819,,00,,,,,,,,,0,,,,,,,,
7891000252833,NESTLE CHAMYTO GO VITAMINA 100G,07891000252833,,00,,,,,,,,,0,,,,,,,,
7891000254608,NESTLE IOG POLPA NESTON 540G,07891000254608,,00,,,,,,,,,0,,,,,,,,
7891000254622,NESTLE IORG GREGO FRUT VERMELHAS 90G,07891000254622,,00,,,,,,,,,0,,,,,,,,
7891000260166,NESTLE IOG CHAMYTO 1+1 ESCUDO GENI 130G,07891000260166,,00,,,,,,,,,0,,,,,,,,
7891000260203,NESTLE IORG GREGO MORANGO 90G,07891000260203,,00,,,,,,,,,0,,,,,,,,
7891000260524,NESTLE FLAN BAUN C/CARAMELO 200G,07891000260524,,00,,,,,,,,,0,,,,,,,,
7891000260609,NESTLE NESTON MAMAO/BAN/MACA/CER 170G,07891000260609,,00,,,,,,,,,0,,,,,,,,
7891000260623,NESTLE NESTON VITAMINA 850G,07891000260623,,00,,,,,,,,,0,,,,,,,,
7891000261002,NESTLE NINHO MACA E BANANA 850G,07891000261002,,00,,,,,,,,,0,,,,,,,,
7891000261026,NINHO POLPA SOLEIL 540G,07891000261026,,00,,,,,,,,,0,,,,,,,,
7891000261460,NESTLE IOG CHAMYTO 1+1 MORANGO GEN 130G,07891000261460,,00,,,,,,,,,0,,,,,,,,
7891000261484,NESTLE NINHO LANCHEIRINHA MACABAN 100G,07891000261484,,00,,,,,,,,,0,,,,,,,,
7891000275771,NESTLE IOG MORANGO 540G,07891000275771,,00,,,,,,,,,0,,,,,,,,
7891000279007,NESTLE CHAMYTO IOGURTE PROTEINA TURBO MORANGO 170G,07891000279007,,00,,,,,,,,,0,,,,,,,,
7891000279045,NESTLE CHAMYTO PROTEINA TURBO MORANGO 850G,07891000279045,,00,,,,,,,,,0,,,,,,,,
7891000284483,NESTLE BISC NEGRESCO SORV. DE MORANGO 140G,07891000284483,,00,,,,,,,,,0,,,,,,,,
7891000287194,NESTLE SAO LUIZ BISC. MORANGO 130G,07891000287194,,00,,,,,,,,,0,,,,,,,,
7891000287231,NESTLE SAO LUIZ BISC. CHOCOLATE 130G,07891000287231,,00,,,,,,,,,0,,,,,,,,
7891000298671,NESTLE NESFIT IOG MORANGO/AVEIA/BAUNILHA 170G,07891000298671,,00,,,,,,,,,0,,,,,,,,
7891000298848,NESTLE NESFIT IOG MARACUJA/AVEIA/GENGIBLE 170G,07891000298848,,00,,,,,,,,,0,,,,,,,,
7891000298961,NESTLE NESFIT IOG MARACUJA/AVEIA/GENGIBRE 850G,07891000298961,,00,,,,,,,,,0,,,,,,,,
7891000301968,NESTLE NESFIT IOG FRUTAS VERMELHAS 850G,07891000301968,,00,,,,,,,,,0,,,,,,,,
7891000302002,NESTLE NESFIT IOG FRUTAS VERMELHAS 170G,07891000302002,,00,,,,,,,,,0,,,,,,,,
7891000340004,NESTLE IOG BI-CAMADA MORANGO 150G,07891000340004,,00,,,,,,,,,0,,,,,,,,
7891000702505,PICOLE NESTLE CHAMBINHO 45G,07891000702505,,00,,,,,,,,,0,,,,,,,,
7891010039783,CAREFREE ABS BRISA SPERFUME C40,07891010039783,,00,,,,,,,,,0,,,,,,,,
7891010618766,CAREFREE ABS TODO DIA S PERFUME 15UNID,07891010618766,,00,,,,,,,,,0,,,,,,,,
7891010694593,SEMPRE LIVRE ABS NOTURNO CABAS C/8,07891010694593,,00,,,,,,,,,0,,,,,,,,
7891010793463,SEMPRE LIVRE ADAPT C/ABAS SUAVE 16UNID.,07891010793463,,00,,,,,,,,,0,,,,,,,,
7891010973483,SEMPRE LIVRE ABS ADPT ESP CABAS L8 P7,07891010973483,,00,,,,,,,,,0,,,,,,,,
7891018000013,CAFE BRASILEIRO TRADICIONAL 250G,07891018000013,,00,,,,,,,,,0,,,,,,,,
7891018000020,CAFE BRASILEIRO TRADICIONAL 500G,07891018000020,,00,,,,,,,,,0,,,,,,,,
7891018000051,CAFE PREMIADO 250G,07891018000051,,00,,,,,,,,,0,,,,,,,,
7891018000099,CAFE BRASILEIRO VACUO EXTRA FORTE 250G,07891018000099,,00,,,,,,,,,0,,,,,,,,
7891018000105,CAFE BRASILEIRO EXTRA FORTE VACUO 500G,07891018000105,,00,,,,,,,,,0,,,,,,,,
7891018000662,CAFE BRASILEIRO SOLUVEL SC 50G,07891018000662,,00,,,,,,,,,0,,,,,,,,
7891018000679,CAFE BRASILEIRO SOLUVEL GRAN SACHE 50G,07891018000679,,00,,,,,,,,,0,,,,,,,,
7891018001072,BRASILEIRO CAPPUCCINO CHOC 200G,07891018001072,,00,,,,,,,,,0,,,,,,,,
7891018001157,BR GOLD CAFE CAP BOURNBON VERM C10 50G,07891018001157,,00,,,,,,,,,0,,,,,,,,
7891018001218,COOLATE ACHOCOLATADO EM PO 300G,07891018001218,,00,,,,,,,,,0,,,,,,,,
7891018002000,CAFE 3 FAZENDAS 250G,07891018002000,,00,,,,,,,,,0,,,,,,,,
7891018003175,CAFE BRASILEIRO EXTRA FORTE 250G,07891018003175,,00,,,,,,,,,0,,,,,,,,
7891018003182,CAFE BRASILEIRO EXTRA FORTE 500G,07891018003182,,00,,,,,,,,,0,,,,,,,,
7891018003199,CAFE BRASILEIRO VACUO TRAD. 250G,07891018003199,,00,,,,,,,,,0,,,,,,,,
7891018003205,CAFE BRASILEIRO VACUO TRAD. 500G,07891018003205,,00,,,,,,,,,0,,,,,,,,
7891018003502,FILTRO BRASILEIRO 102 C30,07891018003502,,00,,,,,,,,,0,,,,,,,,
7891018003519,FILTRO BRASILEIRO 103 C/30,07891018003519,,00,,,,,,,,,0,,,,,,,,
7891018004745,BRASILEIRO CAPPUCCINO 200G,07891018004745,,00,,,,,,,,,0,,,,,,,,
7891021001885,MELITTA FILTRO DE PAPEL 102 C30 UNID.,07891021001885,,00,,,,,,,,,0,,,,,,,,
7891021001946,MELITTA FILTRO DE PAPEL 103 C 30 UNID.,07891021001946,,00,,,,,,,,,0,,,,,,,,
7891021002127,BRIGITTA FILTRO DE PAPEL 103 C30 UN,07891021002127,,00,,,,,,,,,0,,,,,,,,
7891021002141,BRIGITTA FILTRO DE PAPEL 102 C/30 UNID.,07891021002141,,00,,,,,,,,,0,,,,,,,,
7891021006071,MELITTA CAFE TRADICIONAL 250G,07891021006071,,00,,,,,,,,,0,,,,,,,,
7891022080025,PINHO BRIL PINHO SILV PLUS 500ML,07891022080025,,00,,,,,,,,,0,,,,,,,,
7891022100280,PINHO BRIL LIMAO 500ML,07891022100280,,00,,,,,,,,,0,,,,,,,,
7891022100617,MON BIJOU AMACIANTE PUREZA 2L,07891022100617,,00,,,,,,,,,0,,,,,,,,
7891022100990,PINHO BRIL LAVANDA 500ML,07891022100990,,00,,,,,,,,,0,,,,,,,,
7891022101287,KALIPTO DESINFETANTE EUCALIPTO 2LT,07891022101287,,00,,,,,,,,,0,,,,,,,,
7891022101294,KALIPTO DESINFETANTE HERBAL 2L,07891022101294,,00,,,,,,,,,0,,,,,,,,
7891022848076,KALIPTO DESINFETANTE MARINE 2L,07891022848076,,00,,,,,,,,,0,,,,,,,,
7891022848083,KALIPTO DESINFETANTE LAVANDA 2L,07891022848083,,00,,,,,,,,,0,,,,,,,,
7891022852691,BOM BRIL SAPOLIO RADIUM LAVANDA 300G,07891022852691,,00,,,,,,,,,0,,,,,,,,
7891022852707,BOM BRIL SAPOLIO RADIUM PO CLASSICO 300G,07891022852707,,00,,,,,,,,,0,,,,,,,,
7891024002490,COLGATE TOTAL 12 CLEAN MINT 140G,07891024002490,,00,,,,,,,,,0,,,,,,,,
7891024024386,COLGATE ESC ESSENCIAL CLEAN MC PCT 1UN,07891024024386,,00,,,,,,,,,0,,,,,,,,
7891024026434,COLGATE ESC DENTAL CLASSIC CLEAN LV3 PG2,07891024026434,,00,,,,,,,,,0,,,,,,,,
7891024028353,COLGATE CR DENTAL MPA NEUTRACUCAR 70G,07891024028353,,00,,,,,,,,,0,,,,,,,,
7891024028834,COLGATE ENC BUCAL CLEAN MINT 250ML,07891024028834,,00,,,,,,,,,0,,,,,,,,
7891024030820,COLGATE CR LUMINOUS WHITE BRILLIANT MINT 70G,07891024030820,,00,,,,,,,,,0,,,,,,,,
7891024031353,PROTEX SAB MEN 3 EM 1 90G,07891024031353,,00,,,,,,,,,0,,,,,,,,
7891024033715,COLGATE TOTAL 12 CLEAN MINT 50G,07891024033715,,00,,,,,,,,,0,,,,,,,,
7891024034910,PROTEX SAB AVEIA 85G,07891024034910,,00,,,,,,,,,0,,,,,,,,
7891024034941,PROTEX SAB SUAVE 85G,07891024034941,,00,,,,,,,,,0,,,,,,,,
7891024034965,PROTEX SAB PROPOLIS 85G,07891024034965,,00,,,,,,,,,0,,,,,,,,
7891024034996,PROTEX SAB BALANCE SAUDAVEL 85G,07891024034996,,00,,,,,,,,,0,,,,,,,,
7891024035047,PROTEX SAB ORIGINAL 85G,07891024035047,,00,,,,,,,,,0,,,,,,,,
7891024035078,PROTEX SAB CREAM 85G,07891024035078,,00,,,,,,,,,0,,,,,,,,
7891024035085,PROTEX SAB ALOE 85G,07891024035085,,00,,,,,,,,,0,,,,,,,,
7891024035139,PROTEX SAB VITAMINA E 85G,07891024035139,,00,,,,,,,,,0,,,,,,,,
7891024035207,PROTEX SAB OMEGA 3 85G,07891024035207,,00,,,,,,,,,0,,,,,,,,
7891024035214,PROTEX SAB MACADAMIA 85G,07891024035214,,00,,,,,,,,,0,,,,,,,,
7891024041611,COLGATE CR DENTAL SENSITIVE PRO ALIVIO IMEDIATO 90G,07891024041611,,00,,,,,,,,,0,,,,,,,,
7891024115107,PROTEX SABONETE LIQUIDO CREAM 250ML,07891024115107,,00,,,,,,,,,0,,,,,,,,
7891024115800,PROTEX SABONETE LIQUIDO BALANCE 250ML,07891024115800,,00,,,,,,,,,0,,,,,,,,
7891024120804,AJAX FRESH LEMON LIMP GERAL 500ML,07891024120804,,00,,,,,,,,,0,,,,,,,,
7891024128510,OLA LAVA ROUPAS BEBE 500ML,07891024128510,,00,,,,,,,,,0,,,,,,,,
7891024128565,OLA LAVA ROUPAS ORIGINAL 1L,07891024128565,,00,,,,,,,,,0,,,,,,,,
7891024132005,COLGATE TRIPLA ACAO MENTA ORIGINAL 90G,07891024132005,,00,,,,,,,,,0,,,,,,,,
7891024134429,COLGATE CR SENSITIVE BRANQUEADOR 100G,07891024134429,,00,,,,,,,,,0,,,,,,,,
7891024135310,COLGATE TOTAL 12 ADVANCED FRESH 90G,07891024135310,,00,,,,,,,,,0,,,,,,,,
7891024136133,COLGATE E BUCAL PLAX ICE L 500ML P 350ML,07891024136133,,00,,,,,,,,,0,,,,,,,,
7891024136409,COLGATE PLAX FRESH MINT 250ML,07891024136409,,00,,,,,,,,,0,,,,,,,,
7891024179437,COLGATE ENC. BUCAL LUMINOUS WHITE 500ML,07891024179437,,00,,,,,,,,,0,,,,,,,,
7891024183007,COLGATE FIO DENTAL NYLON 50M,07891024183007,,00,,,,,,,,,0,,,,,,,,
7891024183021,COLGATE FIO DENTAL NYLON MENTA 50M,07891024183021,,00,,,,,,,,,0,,,,,,,,
7891024184509,COLGATE ESCOVA CLASSIC MACIA,07891024184509,,00,,,,,,,,,0,,,,,,,,
7891024184608,COLGATE ESCOVA CLASSIC MEDIA,07891024184608,,00,,,,,,,,,0,,,,,,,,
7891024193006,PINHO SOL LAVANDA 500ML,07891024193006,,00,,,,,,,,,0,,,,,,,,
7891024194102,PINHO SOL ORIGINAL 500ML,07891024194102,,00,,,,,,,,,0,,,,,,,,
7891032012207,OLE ERVILHAS 170G,07891032012207,,00,,,,,,,,,0,,,,,,,,
7891032015505,OLE EXT TOMATE CP 190G,07891032015505,,00,,,,,,,,,0,,,,,,,,
7891035010200,ANIL IMPERIAL COLMAN C10,07891035010200,,00,,,,,,,,,0,,,,,,,,
7891035012501,COLMAN ANIL LIQUIDO 200 ML,07891035012501,,00,,,,,,,,,0,,,,,,,,
7891035040009,VANISH ALVEJANTE S CLORO 500ML,07891035040009,,00,,,,,,,,,0,,,,,,,,
7891035040269,VANISH SUPER BARRA WHITE 75G,07891035040269,,00,,,,,,,,,0,,,,,,,,
7891035040405,VANISH ALVEJANTE WHITE S/CLORO 500ML,07891035040405,,00,,,,,,,,,0,,,,,,,,
7891035040436,VANISH ALVEJANTE WHITE REFIL 500ML,07891035040436,,00,,,,,,,,,0,,,,,,,,
7891035040504,VANISH MAX ALVEJANTE S CLORO 15L,07891035040504,,00,,,,,,,,,0,,,,,,,,
7891035041006,VANISH ALVEJANTE S/CLORO REFIL 500ML,07891035041006,,00,,,,,,,,,0,,,,,,,,
7891035051265,VANISH PO2 WHITE SACHE 400G,07891035051265,,00,,,,,,,,,0,,,,,,,,
7891035209406,VEJA MULTI USO C/ALCOOL 500ML,07891035209406,,00,,,,,,,,,0,,,,,,,,
7891035209505,VEJA LIMPA BANHEIRO CLORO ATIVO 500ML,07891035209505,,00,,,,,,,,,0,,,,,,,,
7891035210204,VEJA MULTI USO PITANGA 500ML,07891035210204,,00,,,,,,,,,0,,,,,,,,
7891035210433,VEJA MULTI USO MACA VERDE 500ML,07891035210433,,00,,,,,,,,,0,,,,,,,,
7891035215339,VEJA PERFUME FLORES E SONHOS 1LT,07891035215339,,00,,,,,,,,,0,,,,,,,,
7891035215537,VEJA DESENGORDURANTE LIMAO 500ML,07891035215537,,00,,,,,,,,,0,,,,,,,,
7891035216008,VEJA DESENG. EXTRATO LARANJA REFIL 500ML,07891035216008,,00,,,,,,,,,0,,,,,,,,
7891035225000,VEJA VIDREX TRADICIONAL REFIL 500ML,07891035225000,,00,,,,,,,,,0,,,,,,,,
7891035249013,VEJA PERF.NATURAL LAVANDA 1L,07891035249013,,00,,,,,,,,,0,,,,,,,,
7891035249433,VEJA PERFUME SENSACOES LAVANDA 500ML,07891035249433,,00,,,,,,,,,0,,,,,,,,
7891035261206,VEJA MULTI USO ACAO E PROTECAO 500ML,07891035261206,,00,,,,,,,,,0,,,,,,,,
7891035285189,VEJA GOLD LIMP. PESADA ORIGINAL 500 ML,07891035285189,,00,,,,,,,,,0,,,,,,,,
7891035285196,VEJA LIMP. PESADA CLORO ATIVO X 14 500ML,07891035285196,,00,,,,,,,,,0,,,,,,,,
7891035285219,VEJA X 14 LIMP PESADA CLORO 1L,07891035285219,,00,,,,,,,,,0,,,,,,,,
7891035325595,BOM AR LAVANDA EMB ECON 360ML,07891035325595,,00,,,,,,,,,0,,,,,,,,
7891035516009,DESTAC BRILHA MOVEIS LAVANDA 200ML,07891035516009,,00,,,,,,,,,0,,,,,,,,
7891035617959,SBP INSET MULTI 300ML GRATIS 150ML,07891035617959,,00,,,,,,,,,0,,,,,,,,
7891035800054,VEJA DESENG LIMAO LV 500ML PG 400ML,07891035800054,,00,,,,,,,,,0,,,,,,,,
7891035800078,VEJA X-14 BANHEIRO PULVERIZADOR 500ML,07891035800078,,00,,,,,,,,,0,,,,,,,,
7891035800207,VEJA SQUEEZE LIMPA VIDROS 500ML 20DESC,07891035800207,,00,,,,,,,,,0,,,,,,,,
7891035800214,VEJA MULTIUSO ORIGINAL LV 500ML PG 450ML,07891035800214,,00,,,,,,,,,0,,,,,,,,
7891035800221,VEJA X14 LIMP BANH SQUEEZE LV500 PG400ML,07891035800221,,00,,,,,,,,,0,,,,,,,,
7891035800238,VEJA X14 SQUEEZE LV 500ML PG 400ML,07891035800238,,00,,,,,,,,,0,,,,,,,,
7891035800245,VEJA DESENG. SQUEEZE LV 500ML PG 400ML,07891035800245,,00,,,,,,,,,0,,,,,,,,
7891035800276,VEJA VIDREX LIMPA VID. CRISTAL 500ML,07891035800276,,00,,,,,,,,,0,,,,,,,,
7891035990526,VEJA AROMA SENSE ALEGRIA 500ML,07891035990526,,00,,,,,,,,,0,,,,,,,,
7891035990533,VEJA AROMA SENSE ENERGIA 500ML,07891035990533,,00,,,,,,,,,0,,,,,,,,
7891035990557,VEJA MULTIUSO POWER FUSION LARANJA 500ML,07891035990557,,00,,,,,,,,,0,,,,,,,,
7891035990564,VEJA AROMA SENSE ROMANCE 500ML,07891035990564,,00,,,,,,,,,0,,,,,,,,
7891035990571,VEJA MULTIUSO POWER FUSION LIMAO 500ML,07891035990571,,00,,,,,,,,,0,,,,,,,,
7891037000322,SEDA CR PENTEAR CACHOS COMP 300ML,07891037000322,,00,,,,,,,,,0,,,,,,,,
7891037010048,SEDA CR PENTEAR LISO PERFEITO 300ML,07891037010048,,00,,,,,,,,,0,,,,,,,,
7891037144705,SEDA CR PENTEAR CERAMIDAS 300ML,07891037144705,,00,,,,,,,,,0,,,,,,,,
7891037744356,CLOSE UP ORIGINAL RED HOT 90G,07891037744356,,00,,,,,,,,,0,,,,,,,,
7891038106504,COMFORT AMACIANTE CLASSIC 2L,07891038106504,,00,,,,,,,,,0,,,,,,,,
7891038349208,LUX SUAVE BUQUE DE SONHO 125G,07891038349208,,00,,,,,,,,,0,,,,,,,,
7891040102518,SCOTCH BRITE ROLO ADESIVO 3M,07891040102518,,00,,,,,,,,,0,,,,,,,,
7891040125456,3M FITA ISOLANTE 18MM X 5M,07891040125456,,00,,,,,,,,,0,,,,,,,,
7891048014004,DR OETKER GRANULADO CHOCOLATE 130G,07891048014004,,00,,,,,,,,,0,,,,,,,,
7891048014028,DR OETKER BOLINHA DE CHOCOLATE 80G,07891048014028,,00,,,,,,,,,0,,,,,,,,
7891048014035,DR OETKER GRANULADO MESCLADO 130G,07891048014035,,00,,,,,,,,,0,,,,,,,,
7891048014073,DR OETKER CONFEITOS COLOR BOLINHA 80G,07891048014073,,00,,,,,,,,,0,,,,,,,,
7891048014349,DR OETKER CONFEITO PEPITA 80G,07891048014349,,00,,,,,,,,,0,,,,,,,,
7891048038017,DR OETKER CHA CAMOMILA C 10 10G,07891048038017,,00,,,,,,,,,0,,,,,,,,
7891048038031,DR OETKER CHA CAPIM CIDREIRA SACHE C/10,07891048038031,,00,,,,,,,,,0,,,,,,,,
7891048038048,DR OETKER CHA DE ERVA DOCE C 10 SACHES,07891048038048,,00,,,,,,,,,0,,,,,,,,
7891048038055,DR OETKER CHA DE HORTELA C 10 SACHES,07891048038055,,00,,,,,,,,,0,,,,,,,,
7891048038062,DR OETKER CHA MATE C 10 SACHES 15G,07891048038062,,00,,,,,,,,,0,,,,,,,,
7891048038079,DR OETKER CHA PRETO C/10 SACHES,07891048038079,,00,,,,,,,,,0,,,,,,,,
7891048038222,DR OETKER CHA VERDE TRAD. C10 SACHE 17G,07891048038222,,00,,,,,,,,,0,,,,,,,,
7891048038321,DR OETKER CHA 6 ERVAS C 10 SACHES,07891048038321,,00,,,,,,,,,0,,,,,,,,
7891048038475,DR OETKER CHA VERDE/GEG/ABACAXI E HORTELA C/10 SQ,07891048038475,,00,,,,,,,,,0,,,,,,,,
7891048046661,DR OETKER GELATINA DIET UVA 12G,07891048046661,,00,,,,,,,,,0,,,,,,,,
7891048049020,DR OETKER GELATINA EM FOLHAS SSABOR 10G,07891048049020,,00,,,,,,,,,0,,,,,,,,
7891048050736,DR OETKER GELATINA ACAI C/ BANANA 20G,07891048050736,,00,,,,,,,,,0,,,,,,,,
7891055003589,CONDOR VASSOURA VARRE FACIL V-35,07891055003589,,00,,,,,,,,,0,,,,,,,,
