coditen_cli,descricao,codbarras,ncm,ex_ncm,natu_tabela,natu_codnature,cst_in,cst_out,aliq_in_pis,aliq_out_pis,aliq_in_cofins,aliq_out_cofins,conferido,cest,cst_in_icms,cst_out_icms,aliq_in_icms,aliq_out_icms,bc_dentro,bc_fora,cson
7891515971915,BATAVO KISSY BEBIDA LACTEA MORANGO 180G,07891515971915,,00,,,,,,,,,0,,,,,,,,
7891515971953,BATAVO KISSY BEBIDA LACTEA CEREAIS 180G,07891515971953,,00,,,,,,,,,0,,,,,,,,
7891515971977,BATAVO BEBIDA LACTEA MORANGO 900ML,07891515971977,,00,,,,,,,,,0,,,,,,,,
7891515972011,BATAVO BEBIDA LACTEA MORANGO 540G,07891515972011,,00,,,,,,,,,0,,,,,,,,
7891515972028,BATAVO BEBIDA LACTEA MORCOCO 540G,07891515972028,,00,,,,,,,,,0,,,,,,,,
7891515979355,CLAYBOM MARGARINA CREMOSA S/SAL 500G,07891515979355,,00,,,,,,,,,0,,,,,,,,
7891515980122,BATAVO PENSE ZERO MORANGO 850G,07891515980122,,00,,,,,,,,,0,,,,,,,,
7891515980221,BATAVO IOG. CAMADAS FRUTAS VERM. 170G,07891515980221,,00,,,,,,,,,0,,,,,,,,
7891515980238,BATAVO IOGURTE C FLOCOS DE AVEIA 170G,07891515980238,,00,,,,,,,,,0,,,,,,,,
7891515980245,BATAVO IOGURTE C GRAOS DE LINHACA 170G,07891515980245,,00,,,,,,,,,0,,,,,,,,
7891515980443,BATAVO PENSE ZERO MORANGO 170G,07891515980443,,00,,,,,,,,,0,,,,,,,,
7891515989408,PERDIGAO HAMBURGUER BOVINO 56G,07891515989408,,00,,,,,,,,,0,,,,,,,,
7891528038612,SORRISO FRESH HORTELA EXPLOSION 90G,07891528038612,,00,,,,,,,,,0,,,,,,,,
7891528038629,SORRISO FRESH PLUS MENTA 90G,07891528038629,,00,,,,,,,,,0,,,,,,,,
7891579091765,CENTRAL DO MILHO VERDE 650G,07891579091765,,00,,,,,,,,,0,,,,,,,,
7891700011075,ARISCO TEMPERO C/ PIMENTA 1 KG,07891700011075,,00,,,,,,,,,0,,,,,,,,
7891700011204,ARISCO TEMPERO S PIMENTA 300G,07891700011204,,00,,,,,,,,,0,,,,,,,,
7891700012102,ARISCO TEMPERO ALHO E SAL 300G,07891700012102,,00,,,,,,,,,0,,,,,,,,
7891700080354,ARISCO CALDO CARNE 57G,07891700080354,,00,,,,,,,,,0,,,,,,,,
7891700080415,ARISCO CALDO GALINHA CAIPIRA 57G,07891700080415,,00,,,,,,,,,0,,,,,,,,
7891700203067,ADES UVA 200ML,07891700203067,,00,,,,,,,,,0,,,,,,,,
7891700206952,ARISCO MAIONESE SACHE 196G,07891700206952,,00,,,,,,,,,0,,,,,,,,
7891700207348,ADES CHOC. CLASSICO 200ML,07891700207348,,00,,,,,,,,,0,,,,,,,,
7891962000725,BAUDUCCO BOLINHO BAUNCHOCO 40G,07891962000725,,00,,,,,,,,,0,,,,,,,,
7891962003566,BAUDUCCO BISC. AMANTEIGADO LEITE 335G,07891962003566,,00,,,,,,,,,0,,,,,,,,
7891962010175,BAUDUCCO BISC AMANTEIGADO BANANA 375G,07891962010175,,00,,,,,,,,,0,,,,,,,,
7891962015484,BAUDUCCO BOLINHO BRIGADEIRO 40G,07891962015484,,00,,,,,,,,,0,,,,,,,,
7891962015620,BAUDUCCO BOLINHO BAUNMORANGO 40G,07891962015620,,00,,,,,,,,,0,,,,,,,,
7891962031170,BAUDUCCO BOLINHO DUPLO CHOC. 40G,07891962031170,,00,,,,,,,,,0,,,,,,,,
7891962035451,BAUDUCCO BISCOITO CHAMPANHE CRISTAL 150G,07891962035451,,00,,,,,,,,,0,,,,,,,,
7891962035529,VISCONTI WAFER CHOCOLATE 120G,07891962035529,,00,,,,,,,,,0,,,,,,,,
7891962035536,VISCONTI WAFER MORANGO 120G,07891962035536,,00,,,,,,,,,0,,,,,,,,
7891962035550,VISCONTI WAFER LIMAO 120G,07891962035550,,00,,,,,,,,,0,,,,,,,,
7891962036083,VISCONTI BISC RECH CHOCOLATE 125G,07891962036083,,00,,,,,,,,,0,,,,,,,,
7891962036090,VISCONTI BISC RECH MORANGO 125G,07891962036090,,00,,,,,,,,,0,,,,,,,,
7891962037226,BAUDUCCO BOLINHO GOTASCHOCOLATE 40G,07891962037226,,00,,,,,,,,,0,,,,,,,,
7891962051338,VISCONTI PAO FORMA TRADICIONAL 400G,07891962051338,,00,,,,,,,,,0,,,,,,,,
7891962051345,VISCONTI PAO FORMA INTEGRAL 400G,07891962051345,,00,,,,,,,,,0,,,,,,,,
7891962052564,VISCONTI TORRADA TRADICIONAL 120G,07891962052564,,00,,,,,,,,,0,,,,,,,,
7891962052571,VISCONTI TORRADA INTEGRAL 120G,07891962052571,,00,,,,,,,,,0,,,,,,,,
7891962052588,VISCONTI TORRADA MULTIGRAOS 120G,07891962052588,,00,,,,,,,,,0,,,,,,,,
7891962053202,BAUDUCCO TORRADA MULTIGRAOS 142G,07891962053202,,00,,,,,,,,,0,,,,,,,,
7891962053226,BAUDUCCO TORRADA LIGHT 142G,07891962053226,,00,,,,,,,,,0,,,,,,,,
7891962054100,BAUDUCCO COOKIES ORIGINAL 100G,07891962054100,,00,,,,,,,,,0,,,,,,,,
7891962054117,BAUDUCCO COOKIES CHOCOLATE 100G,07891962054117,,00,,,,,,,,,0,,,,,,,,
7891962054124,BAUDUCCO COOKIES MAXI GOTAS CHOC 96G,07891962054124,,00,,,,,,,,,0,,,,,,,,
7891962056500,BAUDUCCO CHOCO BISCUIT AO LEITE 80G,07891962056500,,00,,,,,,,,,0,,,,,,,,
7891991000727,GUARANA ANTARCTICA ZERO LT 350ML,07891991000727,,00,,,,,,,,,0,,,,,,,,
7891991000840,ANTARCTICA AGUA TONICA 350ML,07891991000840,,00,,,,,,,,,0,,,,,,,,
7891991000888,ANTARCTICA AGUA TONICA ZERO 350ML,07891991000888,,00,,,,,,,,,0,,,,,,,,
7891991001373,GUARANA ANTARCTICA ZERO 2L,07891991001373,,00,,,,,,,,,0,,,,,,,,
7891991008655,"GUARANA ANTARCTICA 2,5LT",07891991008655,,00,,,,,,,,,0,,,,,,,,
7891991011877,BUDWEISER CERV LATA 269ML,07891991011877,,00,,,,,,,,,0,,,,,,,,
7891999000156,VIGOR IOG PROTEIN MORANGO 250G,07891999000156,,00,,,,,,,,,0,,,,,,,,
7891999000507,VIGOR IOGURTE BAND. MOR/VIT. FRUT 540G,07891999000507,,00,,,,,,,,,0,,,,,,,,
7891999000521,VIGOR IOGURTE BAND. COCO 540G,07891999000521,,00,,,,,,,,,0,,,,,,,,
7891999000538,VIGOR IOGURTE NATURAL MAMAO 170G,07891999000538,,00,,,,,,,,,0,,,,,,,,
7891999000576,VIGOR IOGURTE BAND. MORANGO 540G,07891999000576,,00,,,,,,,,,0,,,,,,,,
7891999011039,VIGOR MARG 80 SABOR MANTEIGA CSAL 500G,07891999011039,,00,,,,,,,,,0,,,,,,,,
7891999014153,VIGOR SOBREMESA LACTEA CHOCOLATE 180G,07891999014153,,00,,,,,,,,,0,,,,,,,,
7891999014160,VIGOR SOBREMESA LACTEA CHOC BRANC 180G,07891999014160,,00,,,,,,,,,0,,,,,,,,
7891999014894,VIGOR IOG NAT 3 GRAOS TRADICIONAL 100G,07891999014894,,00,,,,,,,,,0,,,,,,,,
7891999143389,VIGOR IOGURTE FRUTAS VERMELHAS 180G,07891999143389,,00,,,,,,,,,0,,,,,,,,
7891999144485,VIGOR REQUEIJAO TRAD. 200G,07891999144485,,00,,,,,,,,,0,,,,,,,,
7891999144591,VIGOR IOGURTE NATURAL AMEIXA 170G,07891999144591,,00,,,,,,,,,0,,,,,,,,
7891999144935,VIGOR IOGURTE NATURAL MEL 170G,07891999144935,,00,,,,,,,,,0,,,,,,,,
7891999350015,VIGOR IOGURTE MORANGO 900G,07891999350015,,00,,,,,,,,,0,,,,,,,,
7891999420206,VIGOR IOGURTE NATURAL NATURAL 170G,07891999420206,,00,,,,,,,,,0,,,,,,,,
7891999650139,VIGOR IOGURTE MORANGO 180G,07891999650139,,00,,,,,,,,,0,,,,,,,,
7891999948908,VIGOR MAIONESE SACHE 200G,07891999948908,,00,,,,,,,,,0,,,,,,,,
7891999990907,VIGOR VIGORZINHO MORANGO 360G,07891999990907,,00,,,,,,,,,0,,,,,,,,
7892300000933,SINHA FLOCAO FARINHA DE MILHO 500G,07892300000933,,00,,,,,,,,,0,,,,,,,,
7892300001480,SINHA FUBA MIMOSO FINO 1KG,07892300001480,,00,,,,,,,,,0,,,,,,,,
7892300002821,SINHA COCO RALADO 100G,07892300002821,,00,,,,,,,,,0,,,,,,,,
7892300030015,SINHA OLEO DE MILHO 900ML,07892300030015,,00,,,,,,,,,0,,,,,,,,
7892840200145,ELMA CHIPS DORITOS NACHO 55G,07892840200145,,00,,,,,,,,,0,,,,,,,,
7892840221744,ELMA CHIPS DORITOS SWEET CHILI 55G,07892840221744,,00,,,,,,,,,0,,,,,,,,
7892840234348,ELMA CHIPS CEBOLITOS 60G,07892840234348,,00,,,,,,,,,0,,,,,,,,
7892840252946,ELMA CHIPS CHEETOS ONDA 57G,07892840252946,,00,,,,,,,,,0,,,,,,,,
7892840253042,ELMA CHIPS CHEETOS MIX 49G,07892840253042,,00,,,,,,,,,0,,,,,,,,
7892840253141,ELMA CHIPS FANDANGOS PRESUNTO 59G,07892840253141,,00,,,,,,,,,0,,,,,,,,
7892840253844,ELMA CHIPS RUFFLES SAL 57G,07892840253844,,00,,,,,,,,,0,,,,,,,,
7892840802707,PEPSI REFR. 25L,07892840802707,,00,,,,,,,,,0,,,,,,,,
7892840812416,"H2OH LIMAO 1,5L",07892840812416,,00,,,,,,,,,0,,,,,,,,
7892840812423,H2OH LIMAO 500ML,07892840812423,,00,,,,,,,,,0,,,,,,,,
7892840812850,H2OH LIMONETO 500ML,07892840812850,,00,,,,,,,,,0,,,,,,,,
7892840814076,ELMACHIPS DORITOS COOL RANCH 55G,07892840814076,,00,,,,,,,,,0,,,,,,,,
7892840814663,ELMACHIPS PINGO D OURO BACON 48G,07892840814663,,00,,,,,,,,,0,,,,,,,,
7892840814823,ELMA CHIPS PINGO D OURO PICANHA 95G,07892840814823,,00,,,,,,,,,0,,,,,,,,
7892840815103,TORCIDA SALG. BACON 45G,07892840815103,,00,,,,,,,,,0,,,,,,,,
7892840815110,TORCIDA SALG. CALABRESA 45G,07892840815110,,00,,,,,,,,,0,,,,,,,,
7892840815134,TORCIDA SALG. PIMENTA MEXICANA 45G,07892840815134,,00,,,,,,,,,0,,,,,,,,
7892840815165,TORCIDA SALG. QUEIJO 45G,07892840815165,,00,,,,,,,,,0,,,,,,,,
7893000004757,SADIA PATE PRESUNTO 100G,07893000004757,,00,,,,,,,,,0,,,,,,,,
7893000005945,SADIA FILE DE PEITO PCT 1KG,07893000005945,,00,,,,,,,,,0,,,,,,,,
7893000005969,SADIA COXAS PCT 1KG,07893000005969,,00,,,,,,,,,0,,,,,,,,
7893000005976,SADIA SOBRECOXA 1KG,07893000005976,,00,,,,,,,,,0,,,,,,,,
7893000012509,SADIA TORTA DE FRANGO CREQUEIJAO 500G,07893000012509,,00,,,,,,,,,0,,,,,,,,
7893000084308,SADIA QUEIJO PRATO FATIADO 200G,07893000084308,,00,,,,,,,,,0,,,,,,,,
7893000084315,SADIA QUEIJO MUSSARELA FATIADO 200G,07893000084315,,00,,,,,,,,,0,,,,,,,,
7893000084360,SADIA MARG QUALY AERA 500G,07893000084360,,00,,,,,,,,,0,,,,,,,,
7893000084605,SADIA BANHA 1KG,07893000084605,,00,,,,,,,,,0,,,,,,,,
7893000090064,SADIA COXA C/SOBRE DESOSSADA 1KG,07893000090064,,00,,,,,,,,,0,,,,,,,,
7893000135529,SADIA SALSICHAS HOT DOG 500G,07893000135529,,00,,,,,,,,,0,,,,,,,,
7893000290259,SADIA SALAME FATIADO 100G,07893000290259,,00,,,,,,,,,0,,,,,,,,
7893000382961,SADIA MARG QUALY S/SAL 250G,07893000382961,,00,,,,,,,,,0,,,,,,,,
7893000383005,QUALY MARG. S SAL 500G,07893000383005,,00,,,,,,,,,0,,,,,,,,
7893000387096,SADIA HAMBURGUER CARNE BOVINA 672G,07893000387096,,00,,,,,,,,,0,,,,,,,,
7893000394209,QUALY MARG. C SAL 500G,07893000394209,,00,,,,,,,,,0,,,,,,,,
7893000436992,SADIA ASA BANDEJA 1KG,07893000436992,,00,,,,,,,,,0,,,,,,,,
7893000437029,SADIA CORACAO BANDEJA 1KG,07893000437029,,00,,,,,,,,,0,,,,,,,,
7893000437104,SADIA MOELA BANDEJA 1KG,07893000437104,,00,,,,,,,,,0,,,,,,,,
7893000486317,HAMBURGUER BOVINO CHURRASCO SADIA 672G,07893000486317,,00,,,,,,,,,0,,,,,,,,
7893000488526,SADIA FRANGO PASSARINHO PCT 1KG,07893000488526,,00,,,,,,,,,0,,,,,,,,
7893000488601,SADIA FRANGO PASSARINHO TEMP 1KG,07893000488601,,00,,,,,,,,,0,,,,,,,,
7893000488793,SADIA COXAS E SOBRECOXAS A PASS 1KG,07893000488793,,00,,,,,,,,,0,,,,,,,,
7893000488878,SADIA COXINHA DA ASA PCT 1KG,07893000488878,,00,,,,,,,,,0,,,,,,,,
7893000488953,SADIA MEIO DA ASA TULIPA PCT 1KG,07893000488953,,00,,,,,,,,,0,,,,,,,,
7893000492394,SADIA FILE DE FRANGO A PARMEGIANA 500G,07893000492394,,00,,,,,,,,,0,,,,,,,,
7893000502888,QUALY MARG. ZR LAC 500G,07893000502888,,00,,,,,,,,,0,,,,,,,,
7893000516083,SADIA FILEZINHO DE PEITO PCT 1KG,07893000516083,,00,,,,,,,,,0,,,,,,,,
7893000650138,SADIA LINGUICA CALABRESA 500G,07893000650138,,00,,,,,,,,,0,,,,,,,,
7893000980006,SADIA MARG DELINE CREMOSA 500G,07893000980006,,00,,,,,,,,,0,,,,,,,,
7894000000213,KNORR CALDO DE GALINHA 19G,07894000000213,,00,,,,,,,,,0,,,,,,,,
7894000000275,KNORR CALDO DE GALINHA 57G,07894000000275,,00,,,,,,,,,0,,,,,,,,
7894000000350,KNORR CALDO DE GALINHA 114G,07894000000350,,00,,,,,,,,,0,,,,,,,,
7894000010021,MAIZENA AMIDO DE MILHO 500G,07894000010021,,00,,,,,,,,,0,,,,,,,,
7894000050027,HELLMANNS MAIONESE POTE 250G,07894000050027,,00,,,,,,,,,0,,,,,,,,
7894000050034,HELLMANNS MAIONESE POTE 500G,07894000050034,,00,,,,,,,,,0,,,,,,,,
7894000050737,HELLMANNS MAIONESE LIGHT POTE 250G,07894000050737,,00,,,,,,,,,0,,,,,,,,
7894321219721,QUAKER AVEIA EM FLOCOS FINOS 200G,07894321219721,,00,,,,,,,,,0,,,,,,,,
7894321219820,QUAKER AVEIA EM FLOCOS REGULAR 200G,07894321219820,,00,,,,,,,,,0,,,,,,,,
7894494593543,JANDAI CADERNO CD 10MT 140FLS,07894494593543,,00,,,,,,,,,0,,,,,,,,
7894494593550,JANDAIA CADERNO CAPA DURA 168FLS C/12 MATERIA,07894494593550,,00,,,,,,,,,0,,,,,,,,
7894650003787,BAYGON AEROSOL ACAO TOTAL 360ML,07894650003787,,00,,,,,,,,,0,,,,,,,,
7894650004227,BAYGON AEROSOL ACAO TOTAL EUCAL. 360ML,07894650004227,,00,,,,,,,,,0,,,,,,,,
7894650012888,BAYGON AEROSOL BARATAS E FORMIGAS 360ML,07894650012888,,00,,,,,,,,,0,,,,,,,,
7894650013304,BAYGON ACAO TOTAL INSENT LIQ 475ML,07894650013304,,00,,,,,,,,,0,,,,,,,,
7894650112014,CARNU CERA AUTOMOTIVA 200G,07894650112014,,00,,,,,,,,,0,,,,,,,,
7894661000010,ZALEANA COADOR DE PANO CB MADEIRA MEDIO,07894661000010,,00,,,,,,,,,0,,,,,,,,
7894900010398,COCA COLA SLEEK LT 220ML,07894900010398,,00,,,,,,,,,0,,,,,,,,
7894900011159,COCA COLA SLEEK 310ML,07894900011159,,00,,,,,,,,,0,,,,,,,,
7894900011517,COCA COLA REFR 2L,07894900011517,,00,,,,,,,,,0,,,,,,,,
7894900011593,"COCA COLA REFR 2,5L",07894900011593,,00,,,,,,,,,0,,,,,,,,
7894900011753,COCA COLA REFR 1.5L,07894900011753,,00,,,,,,,,,0,,,,,,,,
7894900013566,COCA COLA REFR PET 500ML,07894900013566,,00,,,,,,,,,0,,,,,,,,
7894900025019,COCA COLA PLUS CAFE ESPRE SLEEK LT 220ML,07894900025019,,00,,,,,,,,,0,,,,,,,,
7894900030396,FANTA LARANJA SLEEK LT 220ML,07894900030396,,00,,,,,,,,,0,,,,,,,,
7894900031157,FANTA LARANJA SLEEK 310ML,07894900031157,,00,,,,,,,,,0,,,,,,,,
7894900031515,FANTA LARANJA 2L,07894900031515,,00,,,,,,,,,0,,,,,,,,
7894900031591,"FANTA LARANJA 2,5L",07894900031591,,00,,,,,,,,,0,,,,,,,,
7894900031751,COCA FANTA LARANJA 1.5L,07894900031751,,00,,,,,,,,,0,,,,,,,,
7894900033564,COCA FANTA LARANJA PET 500ML,07894900033564,,00,,,,,,,,,0,,,,,,,,
7894900050394,FANTA UVA SLEEK LT 220ML,07894900050394,,00,,,,,,,,,0,,,,,,,,
7894900051155,FANTA UVA SLEEK 310ML,07894900051155,,00,,,,,,,,,0,,,,,,,,
7894900051759,COCA FANTA UVA 1.5L,07894900051759,,00,,,,,,,,,0,,,,,,,,
7894900061512,SPRITE 2L,07894900061512,,00,,,,,,,,,0,,,,,,,,
7894900061604,COCA SPRITE PET 600ML,07894900061604,,00,,,,,,,,,0,,,,,,,,
7894900061758,SPRITE 1.5L,07894900061758,,00,,,,,,,,,0,,,,,,,,
7894900083002,ADES AMENDOAS 1L,07894900083002,,00,,,,,,,,,0,,,,,,,,
7894900084504,ADES COCO 1L,07894900084504,,00,,,,,,,,,0,,,,,,,,
7894900093032,FANTA GUARANA SLEEK 310ML,07894900093032,,00,,,,,,,,,0,,,,,,,,
7894900093056,FANTA GUARANA 2L,07894900093056,,00,,,,,,,,,0,,,,,,,,
7894900093278,COCA FANTA GUARANA 1.5L,07894900093278,,00,,,,,,,,,0,,,,,,,,
7894900110005,COCA I9 HIDROT UVA VERDE 500ML,07894900110005,,00,,,,,,,,,0,,,,,,,,
7894900113563,COCA I9 HIDROT LIMAO 500ML,07894900113563,,00,,,,,,,,,0,,,,,,,,
7894900123562,COCA I9 HIDROT TANGERINA 500ML,07894900123562,,00,,,,,,,,,0,,,,,,,,
7894900301151,COCA SCHWEPPES AGUA TONICA SLEEK 310ML,07894900301151,,00,,,,,,,,,0,,,,,,,,
7894900321159,COCA SCHWEPPES CITRUS SLEEK 310ML,07894900321159,,00,,,,,,,,,0,,,,,,,,
7894900321753,SCHWEPPES CITRUS 1.5L,07894900321753,,00,,,,,,,,,0,,,,,,,,
7894900330014,COCA AQUARIUS FRESH LIMAO 510ML,07894900330014,,00,,,,,,,,,0,,,,,,,,
7894900501001,COCA POWERADE UVA 500ML,07894900501001,,00,,,,,,,,,0,,,,,,,,
7894900504002,COCA POWERADE MOUNTAIN BLAST 500ML,07894900504002,,00,,,,,,,,,0,,,,,,,,
7894900550030,DEL VALLE FRUT UVA 1L,07894900550030,,00,,,,,,,,,0,,,,,,,,
7894900550061,DELL VALLE FRUT UVA 1.5L,07894900550061,,00,,,,,,,,,0,,,,,,,,
7894900550504,DEL VALLE FRUT GOIABA 1L,07894900550504,,00,,,,,,,,,0,,,,,,,,
7894900556032,DEL VALLE FRUT LARANJA 1L,07894900556032,,00,,,,,,,,,0,,,,,,,,
7894900556056,DEL VALLE FRUT CITRUS 450ML,07894900556056,,00,,,,,,,,,0,,,,,,,,
7894900556063,DELL VALLE FRUT CITRUS PUNCH 1.5L,07894900556063,,00,,,,,,,,,0,,,,,,,,
7894900558029,"DEL VALLE SABOR LARANJA 1,5L",07894900558029,,00,,,,,,,,,0,,,,,,,,
7894900558524,"DEL VALLE SABOR LIMAO 1,5L",07894900558524,,00,,,,,,,,,0,,,,,,,,
7894900559002,DEL VALLE FRUT CAJU 1L,07894900559002,,00,,,,,,,,,0,,,,,,,,
7894900563702,COCA KAPO LARANJA 200ML,07894900563702,,00,,,,,,,,,0,,,,,,,,
7894900573701,COCA KAPO MARACUJA 200ML,07894900573701,,00,,,,,,,,,0,,,,,,,,
7894900583700,COCA KAPO MORANGO 200ML,07894900583700,,00,,,,,,,,,0,,,,,,,,
7894900593709,COCA KAPO UVA 200ML,07894900593709,,00,,,,,,,,,0,,,,,,,,
7894900603705,COCA KAPO ABACAXI 200ML,07894900603705,,00,,,,,,,,,0,,,,,,,,
7894900611014,DEL VALLE 100 SUCO DE UVA 1L,07894900611014,,00,,,,,,,,,0,,,,,,,,
7894900611052,DEL VALLE 100% SUCO DE UVA 200ML,07894900611052,,00,,,,,,,,,0,,,,,,,,
7894900611090,DEL VALLE 100 SUCO DE UVA VD 1L,07894900611090,,00,,,,,,,,,0,,,,,,,,
7894900660302,DEL VALLE SUCO MARACUJA 290ML - PRODUCAO DA CASA,07894900660302,,00,,,,,,,,,0,,,,,,,,
7894900660319,DEL VALLE SUCO PESSEGO 290ML - PRODUCAO DA CASA,07894900660319,,00,,,,,,,,,0,,,,,,,,
7894900660333,DEL VALLE SUCO UVA 290ML - PRODUCAO DA CASA,07894900660333,,00,,,,,,,,,0,,,,,,,,
7894900661057,DEL VALLE SABOR GOIABA+LARANJA 900ML,07894900661057,,00,,,,,,,,,0,,,,,,,,
7894900661064,DEL VALLE SABOR LARANJA 900ML,07894900661064,,00,,,,,,,,,0,,,,,,,,
7894900661071,DEL VALLE SABOR MANGA+MARACUJA 900ML,07894900661071,,00,,,,,,,,,0,,,,,,,,
7894900661088,DEL VALLE SABOR PESSEGO 900ML,07894900661088,,00,,,,,,,,,0,,,,,,,,
7894900661095,DEL VALLE SABOR UVA 900ML,07894900661095,,00,,,,,,,,,0,,,,,,,,
7894900681024,SPRITE SLEEK 310ML,07894900681024,,00,,,,,,,,,0,,,,,,,,
7894900681178,SPRITE SLEEK MINI LT 220ML,07894900681178,,00,,,,,,,,,0,,,,,,,,
7894900700398,COCA COLA ZERO SLEEK LT 220ML,07894900700398,,00,,,,,,,,,0,,,,,,,,
7894900701159,COCA COLA ZERO SLEEK 310ML,07894900701159,,00,,,,,,,,,0,,,,,,,,
7894900701517,COCA COLA REFR ZERO 2L,07894900701517,,00,,,,,,,,,0,,,,,,,,
7894900701753,"COCA COLA REFR ZERO 1,5L",07894900701753,,00,,,,,,,,,0,,,,,,,,
7894900703566,COCA COLA REFR ZERO PET 500ML,07894900703566,,00,,,,,,,,,0,,,,,,,,
7894900711516,SIMBA GUARANA 2L,07894900711516,,00,,,,,,,,,0,,,,,,,,
7894900910391,KUAT SLEEK LT 220ML,07894900910391,,00,,,,,,,,,0,,,,,,,,
7894900911152,KUAT SLEEK 310ML,07894900911152,,00,,,,,,,,,0,,,,,,,,
7894900911510,KUAT GUARANA 2L,07894900911510,,00,,,,,,,,,0,,,,,,,,
7894900911596,"COCA KUAT GUARANA 2,5L",07894900911596,,00,,,,,,,,,0,,,,,,,,
7894900911602,COCA KUAT 600ML,07894900911602,,00,,,,,,,,,0,,,,,,,,
7894900911756,KUAT GUARANA 1.5L,07894900911756,,00,,,,,,,,,0,,,,,,,,
7894904002450,SEARA TEXAS BURGER 672G,07894904002450,,00,,,,,,,,,0,,,,,,,,
7894904003495,SEARA STEAK FRANGO 100G,07894904003495,,00,,,,,,,,,0,,,,,,,,
7894904005482,SEARA SALSICHA HOT DOG 500G,07894904005482,,00,,,,,,,,,0,,,,,,,,
7894904005833,SEARA SALSICHA FRANGO LIGHT 500G,07894904005833,,00,,,,,,,,,0,,,,,,,,
7894904036974,SEARA GRAN PICANHA BURGER GOURMET 400G,07894904036974,,00,,,,,,,,,0,,,,,,,,
7894904095896,SEARA TIRAS DE PEITO FRANGO ORGANICO 600G,07894904095896,,00,,,,,,,,,0,,,,,,,,
7894904098293,SEARA LINGUICA TIPO CUIABANA GOURMET 500G,07894904098293,,00,,,,,,,,,0,,,,,,,,
7894904208647,SEARA PEITO DE FRANGO DESFIADO 400G,07894904208647,,00,,,,,,,,,0,,,,,,,,
7894904500116,SEARA TEKITOS 300G,07894904500116,,00,,,,,,,,,0,,,,,,,,
7894904500383,SEARA TEXAS BURGER 56G,07894904500383,,00,,,,,,,,,0,,,,,,,,
7894904555659,SEARA SALAME ITALIANO 100G,07894904555659,,00,,,,,,,,,0,,,,,,,,
7894904597888,SEARA EMPANADO TRAD TURMA DA MONICA 300G,07894904597888,,00,,,,,,,,,0,,,,,,,,
7894904689194,SEARA EMPANADO FRANGO PRES. E QUEIJO 120G,07894904689194,,00,,,,,,,,,0,,,,,,,,
7894904729227,SEARA PRESUNTO FATIADO 200G,07894904729227,,00,,,,,,,,,0,,,,,,,,
7894904958566,SEARA FILE DE PEITO EM CUBOS 1KG,07894904958566,,00,,,,,,,,,0,,,,,,,,
7894904986552,SEARA PRESUNTO DE PARMA GOURMET 70G,07894904986552,,00,,,,,,,,,0,,,,,,,,
7894904989607,SEARA TABUA DE FRIOS GOURMET 120G,07894904989607,,00,,,,,,,,,0,,,,,,,,
7895110011915,JANDAIA PAPEL SULFITE JANDAINHA 100FLS,07895110011915,,00,,,,,,,,,0,,,,,,,,
7895144400341,MENTOS KISS XTREME FROZEN 35G,07895144400341,,00,,,,,,,,,0,,,,,,,,
7895144603063,MENTOS STICK ICE FRUTAS VERMELHAS 375G,07895144603063,,00,,,,,,,,,0,,,,,,,,
7895144603087,MENTOS STICK MORANGO YOGURTE 375G,07895144603087,,00,,,,,,,,,0,,,,,,,,
7895144603148,MENTOS STICK RAINBOW 375G,07895144603148,,00,,,,,,,,,0,,,,,,,,
7895144603223,MENTOS STICK ICE TUTTI-FRUTTI 375G,07895144603223,,00,,,,,,,,,0,,,,,,,,
7895144605678,MENTOS KISS MINT 35G,07895144605678,,00,,,,,,,,,0,,,,,,,,
7895144605685,MENTOS KISS MORANGO 35G,07895144605685,,00,,,,,,,,,0,,,,,,,,
7895265145312,HAVAIANAS BRASIL BRANCO 39/40,07895265145312,,00,,,,,,,,,0,,,,,,,,
7895265145329,HAVAIANAS BRASIL BRANCO 41/42,07895265145329,,00,,,,,,,,,0,,,,,,,,
7895265145336,HAVAIANAS BRASIL BRANCO 43/44,07895265145336,,00,,,,,,,,,0,,,,,,,,
7895265700351,HAVAIANAS BRASIL PRETO 39/40,07895265700351,,00,,,,,,,,,0,,,,,,,,
7895265700368,HAVAIANAS BRASIL PRETO 41/42,07895265700368,,00,,,,,,,,,0,,,,,,,,
7895800201503,TRIDENT MORANGO C/5 8G,07895800201503,,00,,,,,,,,,0,,,,,,,,
7895800300145,HALLS CEREJA C10,07895800300145,,00,,,,,,,,,0,,,,,,,,
7895800303313,HALLS EXTRA FORTE C10,07895800303313,,00,,,,,,,,,0,,,,,,,,
7895800304211,TRIDENT HORTELA C/5 8G,07895800304211,,00,,,,,,,,,0,,,,,,,,
7895800304228,TRIDENT MENTA VERDE C/5 8G,07895800304228,,00,,,,,,,,,0,,,,,,,,
7895800304235,TRIDENT CANELA 8G,07895800304235,,00,,,,,,,,,0,,,,,,,,
7895800308721,HALLS MELANCIA C10,07895800308721,,00,,,,,,,,,0,,,,,,,,
7895800309780,TRIDENT MELANCIA C/5 8G,07895800309780,,00,,,,,,,,,0,,,,,,,,
7895800312094,TRIDENT FRESH C/5 8G,07895800312094,,00,,,,,,,,,0,,,,,,,,
7895800430002,TRIDENT TUTTI-FRUTTI C/5 8G,07895800430002,,00,,,,,,,,,0,,,,,,,,
